dataset,max_voc_size,tokenizer,vectorizer,classifier,remove_diacritics,remove_urls,remove_symbols,split_sentences,lower,lemmatize,stemmatize,train_size,test_size,voc_size,train_coverage,test_coverage,f1_micro,f1_macro,f1_weighted,pca_explained_variance_ratio,duration
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"word","token-count","dt",False,True,False,False,False,False,False,17600,4400,2000,0.4035276488230173,0.3979526688576852,0.8934090909090909,0.888436392440385,0.88976545574469,0.07020006328821182,0.9839963912963867
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"word","token-count","knn",False,True,False,False,False,False,False,17600,4400,2000,0.4035276488230173,0.3979526688576852,0.8922727272727272,0.8934365450223836,0.8947934115865864,0.07020009309053421,5.8380022048950195
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","mlp",False,False,False,False,False,False,False,17600,4400,2000,0.9920739198721574,0.9915888961315736,0.9718181818181818,0.9723510273264879,0.9722057617126566,0.34026291966438293,0.6980042457580566
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"word","token-count","lda",False,True,False,False,False,False,False,17600,4400,2000,0.4035276488230173,0.3979526688576852,0.9090909090909091,0.9104273415582167,0.9116670576777285,0.07020009309053421,0.6909949779510498
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","svm",False,False,False,False,False,False,False,17600,4400,2000,0.8403667795373978,0.8417646945200982,0.9772727272727273,0.977679024731085,0.9776265978622719,0.16730262339115143,56.439995765686035
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"word","token-count","lr",False,True,False,False,False,False,False,17600,4400,2000,0.4035276488230173,0.3979526688576852,0.9156818181818182,0.9112433948033432,0.9125422746356692,0.07020009309053421,0.9390008449554443
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"word","token-count","nb",False,True,False,False,False,False,False,17600,4400,2000,0.4035276488230173,0.3979526688576852,0.8740909090909091,0.8582867232877739,0.8621472830817123,0.07020009309053421,0.7250022888183594
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"word","token-count","rf",False,True,False,False,False,False,False,17600,4400,2000,0.4035276488230173,0.3979526688576852,0.9211363636363636,0.9146035407261928,0.9159742522165003,0.07020007818937302,1.3169970512390137
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","dt",False,True,False,False,False,False,False,17600,4400,2000,0.9920739198721574,0.9915888961315736,0.9345454545454546,0.9351623887174139,0.9344511223048511,0.34026291966438293,0.6609978675842285
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","knn",False,True,False,False,False,False,False,17600,4400,2000,0.9920739198721574,0.9915888961315736,0.951590909090909,0.952449547634327,0.9523975719054573,0.340262770652771,5.915992021560669
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","svm",False,False,False,False,False,False,False,17600,4400,2000,0.7166130992371527,0.7139344756848075,0.9738636363636364,0.9743684263353714,0.9743199151945524,0.1751742959022522,60.223999977111816
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","lda",False,True,False,False,False,False,False,17600,4400,2000,0.9920739198721574,0.9915888961315736,0.9552272727272727,0.9571873879588039,0.9569533455264359,0.34026283025741577,0.7349913120269775
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","lr",False,True,False,False,False,False,False,17600,4400,2000,0.9920739198721574,0.9915888961315736,0.9570454545454545,0.9578403723813257,0.9577196839314918,0.340262770652771,0.849998950958252
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","nb",False,True,False,False,False,False,False,17600,4400,2000,0.9920739198721574,0.9915888961315736,0.9438636363636363,0.9470620417540316,0.9459134392959454,0.34026291966438293,0.80899977684021
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","mlp",False,False,False,False,False,False,False,17600,4400,2000,0.7166130992371527,0.7139344756848075,0.9743181818181819,0.9742710951596645,0.9743780594045733,0.1751742959022522,0.9399960041046143
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","rf",False,True,False,False,False,False,False,17600,4400,2000,0.9920739198721574,0.9915888961315736,0.9718181818181818,0.9725505832953758,0.9724320092017757,0.34026291966438293,0.9570145606994629
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","dt",False,True,False,False,False,False,False,17600,4400,2000,0.8403667795373978,0.8417646945200982,0.9352272727272727,0.9354398215412367,0.935317503015854,0.1673026978969574,0.7279970645904541
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"word","token-count","mlp",False,True,False,False,False,False,False,17600,4400,2000,0.4035276488230173,0.3979526688576852,0.9143181818181818,0.9077372588027081,0.9090002226618588,0.07020007818937302,0.6929981708526611
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","lda",False,True,False,False,False,False,False,17600,4400,2000,0.8403667795373978,0.8417646945200982,0.9745454545454545,0.9752027569805152,0.9752684512389064,0.16730262339115143,0.6510014533996582
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","lr",False,True,False,False,False,False,False,17600,4400,2000,0.8403667795373978,0.8417646945200982,0.9765909090909091,0.976949918914659,0.976951207437436,0.1673026978969574,0.6790051460266113
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"word","token-count","svm",False,True,False,False,False,False,False,17600,4400,2000,0.4035276488230173,0.3979526688576852,0.9177272727272727,0.9116786179025582,0.913017189086216,0.07020009309053421,69.55099987983704
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","nb",False,True,False,False,False,False,False,17600,4400,2000,0.8403667795373978,0.8417646945200982,0.9463636363636364,0.9425004045365237,0.9432845953915644,0.16730262339115143,0.6899960041046143
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","svm",False,True,False,False,False,False,False,17600,4400,2000,0.9920739198721574,0.9915888961315736,0.9643181818181819,0.9652319890388701,0.9651149375815065,0.34026291966438293,49.51099753379822
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","rf",False,True,False,False,False,False,False,17600,4400,2000,0.8403667795373978,0.8417646945200982,0.9768181818181818,0.9773701878103047,0.9773900637786077,0.16730260848999023,1.0230000019073486
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","dt",False,True,False,False,False,False,False,17600,4400,2000,0.7166130992371527,0.7139344756848075,0.9443181818181818,0.9443057999868025,0.9442207009334597,0.17517432570457458,0.6299982070922852
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","mlp",False,True,False,False,False,False,False,17600,4400,2000,0.8403667795373978,0.8417646945200982,0.9797727272727272,0.9798479063599658,0.9798689975823109,0.16730262339115143,0.7419986724853516
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","knn",False,True,False,False,False,False,False,17600,4400,2000,0.7166130992371527,0.7139344756848075,0.9390909090909091,0.9403186536775507,0.9402699291604932,0.17517432570457458,4.280000686645508
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","lda",False,True,False,False,False,False,False,17600,4400,2000,0.7166130992371527,0.7139344756848075,0.9697727272727272,0.9715254739458213,0.971224880430887,0.17517432570457458,0.7710001468658447
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","lr",False,True,False,False,False,False,False,17600,4400,2000,0.7166130992371527,0.7139344756848075,0.9704545454545455,0.9710104526435388,0.970849333464721,0.17517432570457458,0.7680013179779053
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","mlp",False,True,False,False,False,False,False,17600,4400,2000,0.9920739198721574,0.9915888961315736,0.97,0.9704953694029204,0.9703077582405248,0.3402629792690277,0.6550002098083496
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","nb",False,True,False,False,False,False,False,17600,4400,2000,0.7166130992371527,0.7139344756848075,0.97,0.9705241809174545,0.9706406417034869,0.17517432570457458,0.6350011825561523
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","rf",False,True,False,False,False,False,False,17600,4400,2000,0.7166130992371527,0.7139344756848075,0.9779545454545454,0.9783529933715754,0.9783738750988809,0.1751742959022522,0.9069976806640625
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","svm",False,True,False,False,False,False,False,17600,4400,2000,0.8403667795373978,0.8417646945200982,0.9772727272727273,0.977679024731085,0.9776265978622719,0.16730262339115143,48.2539963722229
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","mlp",False,True,False,False,False,False,False,17600,4400,2000,0.7166130992371527,0.7139344756848075,0.9752272727272727,0.9752481952454083,0.9753224884061249,0.17517437040805817,0.4949963092803955
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","dt",False,False,True,False,False,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9331818181818182,0.9336974201428003,0.9330482193699804,0.34072068333625793,0.7919974327087402
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","knn",False,False,True,False,False,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9506818181818182,0.9516057302951595,0.9515696827508136,0.3407205641269684,3.622999668121338
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","lda",False,False,True,False,False,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.955,0.95697093121148,0.9567049261390528,0.34072038531303406,0.6959993839263916
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","lr",False,False,True,False,False,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.956590909090909,0.9573753289463102,0.9572766919683425,0.3407205641269684,0.6219940185546875
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","nb",False,False,True,False,False,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9440909090909091,0.9474857216352219,0.9463825584340326,0.3407204747200012,0.575000524520874
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","svm",False,True,False,False,False,False,False,17600,4400,2000,0.7166130992371527,0.7139344756848075,0.9738636363636364,0.9743684263353714,0.9743199151945524,0.1751742959022522,43.229514598846436
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","rf",False,False,True,False,False,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9725,0.9733452319260582,0.9731881339729134,0.3407204747200012,0.7199985980987549
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","dt",False,False,True,False,False,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9336363636363636,0.9336999624368065,0.9335927469994137,0.16767820715904236,0.5780031681060791
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","knn",False,False,True,False,False,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9675,0.9682223977990604,0.9683315205612203,0.16767814755439758,3.1960043907165527
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","lda",False,False,True,False,False,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9740909090909091,0.9747278875943273,0.9747692026045055,0.16767823696136475,0.5440173149108887
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","lr",False,False,True,False,False,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9768181818181818,0.9771637084377948,0.9771834328069103,0.16767822206020355,0.5420005321502686
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","svm",False,False,True,False,False,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9629545454545455,0.963868930279638,0.9637433760049048,0.3407205641269684,47.68998312950134
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","nb",False,False,True,False,False,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9463636363636364,0.9425891904136322,0.9433969407253974,0.16767822206020355,0.5779962539672852
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","mlp",False,False,True,False,False,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9786363636363636,0.978709227849794,0.9787621010429939,0.16767820715904236,0.48200130462646484
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","mlp",False,False,True,False,False,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.97,0.9706381025538551,0.9704064684317643,0.34072068333625793,0.5189971923828125
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","rf",False,False,True,False,False,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9777272727272728,0.9782645506230487,0.9783411389065831,0.16767823696136475,1.1960070133209229
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","dt",False,False,True,False,False,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9445454545454546,0.9445688242504502,0.9445920730455278,0.1744346171617508,0.48200464248657227
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","knn",False,False,True,False,False,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9406818181818182,0.941888583190433,0.9418089762749284,0.1744346022605896,3.468998908996582
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","lda",False,False,True,False,False,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9688636363636364,0.9707220754492208,0.9704355437438802,0.17443467676639557,0.6869907379150391
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","lr",False,False,True,False,False,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9688636363636364,0.9694551369490909,0.9692712534380834,0.17443466186523438,0.5650057792663574
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","nb",False,False,True,False,False,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9697727272727272,0.9703908865665692,0.9704466589366759,0.17443470656871796,0.5989971160888672
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","rf",False,False,True,False,False,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9775,0.9778514963696111,0.9778908216650932,0.17443466186523438,0.9449987411499023
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","mlp",False,False,True,False,False,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9754545454545455,0.9755400940598649,0.9755353190912194,0.17443467676639557,0.5089805126190186
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","svm",False,False,True,False,False,False,False,17600,4400,2000,0.8431509629949464,0.8445711023630182,0.9772727272727273,0.9776945373902833,0.977624754809682,0.16767822206020355,44.691004037857056
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"word","token-count","dt",False,False,False,True,False,False,False,17600,4400,2000,0.4035276488230173,0.3979526688576852,0.8920454545454546,0.8875199699963789,0.8888298410751698,0.07020009309053421,1.141000747680664
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"word","token-count","knn",False,False,False,True,False,False,False,17600,4400,2000,0.4035276488230173,0.3979526688576852,0.8922727272727272,0.8934365450223836,0.8947934115865864,0.07020007818937302,3.642998218536377
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"word","token-count","lda",False,False,False,True,False,False,False,17600,4400,2000,0.4035276488230173,0.3979526688576852,0.9090909090909091,0.9104273415582167,0.9116670576777285,0.07020006328821182,0.6619868278503418
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"word","token-count","lr",False,False,False,True,False,False,False,17600,4400,2000,0.4035276488230173,0.3979526688576852,0.9156818181818182,0.9112433948033432,0.9125422746356692,0.07020007818937302,0.5560035705566406
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"word","token-count","nb",False,False,False,True,False,False,False,17600,4400,2000,0.4035276488230173,0.3979526688576852,0.8740909090909091,0.8582867232877739,0.8621472830817123,0.07020006328821182,0.6350014209747314
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"word","token-count","rf",False,False,False,True,False,False,False,17600,4400,2000,0.4035276488230173,0.3979526688576852,0.9211363636363636,0.9147506908258568,0.9161205864119365,0.07020000368356705,0.8560068607330322
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","svm",False,False,True,False,False,False,False,17600,4400,2000,0.7145538874958408,0.7117305339429885,0.9743181818181819,0.9748406335538814,0.9747813654596658,0.1744346171617508,45.29000425338745
